city_highest_avg_pm2_5,highest_avg_pm2_5_value,city_highest_avg_severity,highest_avg_severity_value,pct_high_risk,pct_moderate_risk,pct_low_risk,hour_with_worst_avg_pm2_5,worst_hour_avg_pm2_5
Bengaluru,35.82293577981651,Bengaluru,1913.045871559633,100.0,0.0,0.0,2,53.88
