city,time,pm2_5,pm10,ozone
Mumbai,2025-12-12 19:00:00+00:00,46.7,49.4,79
Mumbai,2025-12-12 20:00:00+00:00,47.0,49.8,83
Mumbai,2025-12-12 21:00:00+00:00,47.6,50.5,87
Mumbai,2025-12-12 22:00:00+00:00,48.3,51.5,91
Mumbai,2025-12-12 23:00:00+00:00,49.1,52.4,94
Mumbai,2025-12-13 00:00:00+00:00,49.7,53.2,95
Mumbai,2025-12-13 01:00:00+00:00,52.9,56.5,90
Mumbai,2025-12-13 02:00:00+00:00,61.0,64.7,84
Mumbai,2025-12-13 03:00:00+00:00,56.5,59.1,86
Mumbai,2025-12-13 04:00:00+00:00,31.5,34.3,107
Mumbai,2025-12-13 05:00:00+00:00,24.4,26.8,136
Mumbai,2025-12-13 06:00:00+00:00,22.8,24.7,159
Mumbai,2025-12-13 07:00:00+00:00,23.0,24.7,169
Mumbai,2025-12-13 08:00:00+00:00,23.1,24.9,172
Mumbai,2025-12-13 09:00:00+00:00,23.1,24.8,170
Mumbai,2025-12-13 10:00:00+00:00,22.9,24.7,161
Mumbai,2025-12-13 11:00:00+00:00,23.2,24.9,145
Mumbai,2025-12-13 12:00:00+00:00,27.8,29.2,129
Mumbai,2025-12-13 13:00:00+00:00,34.1,35.5,110
Mumbai,2025-12-13 14:00:00+00:00,38.0,39.2,91
Mumbai,2025-12-13 15:00:00+00:00,39.8,41.2,77
Mumbai,2025-12-13 16:00:00+00:00,41.2,42.6,74
Mumbai,2025-12-13 17:00:00+00:00,42.6,44.0,77
Mumbai,2025-12-13 18:00:00+00:00,42.7,44.2,82
Mumbai,2025-12-13 19:00:00+00:00,42.1,43.7,88
Mumbai,2025-12-13 20:00:00+00:00,42.1,43.7,96
Mumbai,2025-12-13 21:00:00+00:00,42.8,44.4,102
Mumbai,2025-12-13 22:00:00+00:00,43.5,45.2,107
Mumbai,2025-12-13 23:00:00+00:00,44.4,45.9,111
Mumbai,2025-12-14 00:00:00+00:00,45.8,47.4,112
Mumbai,2025-12-14 01:00:00+00:00,50.1,51.6,108
Mumbai,2025-12-14 02:00:00+00:00,59.8,61.2,101
Mumbai,2025-12-14 03:00:00+00:00,52.7,53.8,102
Mumbai,2025-12-14 04:00:00+00:00,34.7,36.0,119
Mumbai,2025-12-14 05:00:00+00:00,31.5,32.9,143
Mumbai,2025-12-14 06:00:00+00:00,27.9,29.3,161
Mumbai,2025-12-14 07:00:00+00:00,26.6,28.0,168
Mumbai,2025-12-14 08:00:00+00:00,26.1,27.7,170
Mumbai,2025-12-14 09:00:00+00:00,26.0,27.6,166
Mumbai,2025-12-14 10:00:00+00:00,25.7,27.5,157
Mumbai,2025-12-14 11:00:00+00:00,26.0,27.8,142
Mumbai,2025-12-14 12:00:00+00:00,31.2,32.6,126
Mumbai,2025-12-14 13:00:00+00:00,38.1,39.6,107
Mumbai,2025-12-14 14:00:00+00:00,42.5,43.9,86
Mumbai,2025-12-14 15:00:00+00:00,45.6,47.0,72
Mumbai,2025-12-14 16:00:00+00:00,48.3,49.7,68
Mumbai,2025-12-14 17:00:00+00:00,49.9,51.3,71
Mumbai,2025-12-14 18:00:00+00:00,50.3,51.8,75
Mumbai,2025-12-14 19:00:00+00:00,49.9,51.5,80
Mumbai,2025-12-14 20:00:00+00:00,50.3,51.9,87
Mumbai,2025-12-14 21:00:00+00:00,51.0,52.7,93
Mumbai,2025-12-14 22:00:00+00:00,51.8,53.6,98
Mumbai,2025-12-14 23:00:00+00:00,52.6,54.4,102
Mumbai,2025-12-15 00:00:00+00:00,54.4,56.1,104
Mumbai,2025-12-15 01:00:00+00:00,59.3,61.0,101
Mumbai,2025-12-15 02:00:00+00:00,69.6,71.5,97
Mumbai,2025-12-15 03:00:00+00:00,58.0,59.1,101
Mumbai,2025-12-15 04:00:00+00:00,41.6,43.0,121
Mumbai,2025-12-15 05:00:00+00:00,36.9,38.3,148
Mumbai,2025-12-15 06:00:00+00:00,33.9,35.4,168
Mumbai,2025-12-15 07:00:00+00:00,32.6,34.2,174
Mumbai,2025-12-15 08:00:00+00:00,32.4,34.0,172
Mumbai,2025-12-15 09:00:00+00:00,32.2,34.0,167
Mumbai,2025-12-15 10:00:00+00:00,32.5,34.2,156
Mumbai,2025-12-15 11:00:00+00:00,33.3,35.0,142
Mumbai,2025-12-15 12:00:00+00:00,37.1,38.5,131
